producto,marca,dueno,empresa,categoria,precio,precio_lista,precio_referencia,desvio_referencia_pct,estado_referencia,producto_referencia,fuente_referencia,super,local,sku,url
Jamón cocido rojo CATTIVELLI atmósfera controlada x 150 g,Cattivelli,Competencia,Cattivelli,Jamon cocido,113,,,,,,,devoto,,300656,https://www.devoto.com.uy/product/jamon-cocido-rojo-cattivelli-atmosfera-controlada-x-150-g/300656
Jamón cocido rojo CATTIVELLI atmósfera controlada x 150 g,Cattivelli,Competencia,Cattivelli,Jamon cocido,113,,,,,,,disco,,300656,https://www.disco.com.uy/product/jamon-cocido-rojo-cattivelli-atmosfera-controlada-x-150-g/300656
Jamón cocido rojo CATTIVELLI atmósfera controlada x 150 g,Cattivelli,Competencia,Cattivelli,Jamon cocido,113,,,,,,,geant,,300656,https://www.geant.com.uy/product/jamon-cocido-rojo-cattivelli-atmosfera-controlada-x-150-g/300656
Jamón cocido al natural CENTENARIO en Fetas 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,240,,,,,,,devoto,,300434,https://www.devoto.com.uy/product/jamon-cocido-al-natural-centenario-en-fetas-200-g/300434
Jamón cocido al natural CENTENARIO en Fetas 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,240,,,,,,,disco,,300434,https://www.disco.com.uy/product/jamon-cocido-al-natural-centenario-en-fetas-200-g/300434
Jamón cocido al natural CENTENARIO en Fetas 200 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,240,,,,,,,geant,,300434,https://www.geant.com.uy/product/jamon-cocido-al-natural-centenario-en-fetas-200-g/300434
Jamón Cocido CENTENARIO Etiqueta Negra (Kg),Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,650,,,,,,,tiendainglesa,,129,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-centenario-etiqueta-negra-kg.producto?129,,42"
Jamón Cocido Etiqueta Azul al Vacío CENTENARIO 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,370,,,,,,,tiendainglesa,,410252,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-etiqueta-azul-al-vacio-centenario-200-gr.producto?410252,,42"
Jamón Cocido Etiqueta Azul CENTENARIO (Kg),Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,1220,,,,,,,tiendainglesa,,4115,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-etiqueta-azul-centenario-kg.producto?4115,,42"
Jamón Cocido Extra Centenario Etiqueta Azul 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,126,1260,,,,,,tata,,7899,https://www.tata.com.uy/jamon-cocido-extra-centenario-etiqueta-azul-100-g-7899/p
Jamón cocido extra Etiqueta Azul CENTENARIO atmósfera controlada x 250 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,290,1160,,,,,,devoto,,300702,https://www.devoto.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-atmosfera-controlada-x-250-g/300702
Jamón cocido extra Etiqueta Azul CENTENARIO atmósfera controlada x 250 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,290,1160,,,,,,disco,,300702,https://www.disco.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-atmosfera-controlada-x-250-g/300702
Jamón cocido extra Etiqueta Azul CENTENARIO atmósfera controlada x 250 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,290,1160,,,,,,geant,,300702,https://www.geant.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-atmosfera-controlada-x-250-g/300702
Jamón Cocido Extra Etiqueta Azul CENTENARIO feteado,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,298,1190,,,,,,devoto,,300296,https://www.devoto.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-feteado/300296
Jamón Cocido Extra Etiqueta Azul CENTENARIO feteado,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,298,1190,,,,,,disco,,300296,https://www.disco.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-feteado/300296
Jamón Cocido Extra Etiqueta Azul CENTENARIO x 50 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,58,1160,,,,,,devoto,,362212,https://www.devoto.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-x-50-g/362212
Jamón Cocido Extra Etiqueta Azul CENTENARIO x 50 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,58,1160,,,,,,disco,,362212,https://www.disco.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-x-50-g/362212
Jamón Cocido Extra Etiqueta Azul CENTENARIO x 50 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,58,1160,,,,,,geant,,362212,https://www.geant.com.uy/product/jamon-cocido-extra-etiqueta-azul-centenario-x-50-g/362212
Jamón Cocido Magro Centenario Et.Dora 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,74,740,,,,,,tata,,7857,https://www.tata.com.uy/jamon-cocido-magro-centenario-et-dora-100-g-7857/p
Jamón Cocido Magro CENTENARIO Etiqueta Dorada 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,194,,,,,,,tiendainglesa,,1095668,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-magro-centenario-etiqueta-dorada-200-gr.producto?1095668,,42"
Jamón cocido magro CENTENARIO fet. (mldo).,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,759,,,,,,,devoto,,300215,https://www.devoto.com.uy/product/jamon-cocido-magro-centenario-fet-mldo/300215
Jamón cocido magro CENTENARIO fet. (mldo).,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,759,,,,,,,disco,,300215,https://www.disco.com.uy/product/jamon-cocido-magro-centenario-fet-mldo/300215
Jamón cocido magro CENTENARIO feteado a/c,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,183,,,,,,,devoto,,300214,https://www.devoto.com.uy/product/jamon-cocido-magro-centenario-feteado-a-c/300214
Jamón cocido magro CENTENARIO feteado a/c,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,183,,,,,,,disco,,300214,https://www.disco.com.uy/product/jamon-cocido-magro-centenario-feteado-a-c/300214
Jamón cocido magro CENTENARIO feteado a/c,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,183,,,,,,,geant,,300214,https://www.geant.com.uy/product/jamon-cocido-magro-centenario-feteado-a-c/300214
Jamón cocido magro Etiqueta Dorada CENTENARIO x 50 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,690,,,,,,,devoto,,300276,https://www.devoto.com.uy/product/jamon-cocido-magro-etiqueta-dorada-centenario-x-50-g/300276
Jamón cocido magro Etiqueta Dorada CENTENARIO x 50 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,690,,,,,,,disco,,300276,https://www.disco.com.uy/product/jamon-cocido-magro-etiqueta-dorada-centenario-x-50-g/300276
Jamón cocido magro Etiqueta Dorada CENTENARIO x 50 g,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon cocido,690,,,,,,,geant,,300276,https://www.geant.com.uy/product/jamon-cocido-magro-etiqueta-dorada-centenario-x-50-g/300276
Jamón Cocido Extra La Constancia 100 G,La Constancia,Competencia,La Constancia,Jamon cocido,95,950,,,,,,tata,,7898,https://www.tata.com.uy/jamon-cocido-extra-la-constancia-100-g-7898/p
Jamón Cocido extra LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Jamon cocido,44,870,,,,,,devoto,,300292,https://www.devoto.com.uy/product/jamon-cocido-extra-la-constancia-x-50-g/300292
Jamón Cocido extra LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Jamon cocido,44,870,,,,,,disco,,300292,https://www.disco.com.uy/product/jamon-cocido-extra-la-constancia-x-50-g/300292
Jamón Cocido extra LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Jamon cocido,44,870,,,,,,geant,,300292,https://www.geant.com.uy/product/jamon-cocido-extra-la-constancia-x-50-g/300292
Jamón Cocido LA CONSTANCIA (Kg),La Constancia,Competencia,La Constancia,Jamon cocido,700,,,,,,,tiendainglesa,,5705,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-la-constancia-kg.producto?5705,,42"
Jamón Cocido La Constancia 100 G,La Constancia,Competencia,La Constancia,Jamon cocido,59,590,,,,,,tata,,7855,https://www.tata.com.uy/jamon-cocido-la-constancia-100-g-7855/p
Jamón Cocido LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Jamon cocido,640,,,,,,,devoto,,362206,https://www.devoto.com.uy/product/jamon-cocido-la-constancia-x-50-g/362206
Jamón Cocido LA CONSTANCIA x 50 g,La Constancia,Competencia,La Constancia,Jamon cocido,640,,,,,,,disco,,362206,https://www.disco.com.uy/product/jamon-cocido-la-constancia-x-50-g/362206
Feteado grueso jamón cocido OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Jamon cocido,50,495,,,,,,disco,,300745,https://www.disco.com.uy/product/feteado-grueso-jamon-cocido-ottonello-x-100-g/300745
Jamón cocido extra OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Jamon cocido,79,790,,,,,,devoto,,302022,https://www.devoto.com.uy/product/jamon-cocido-extra-ottonello-x-100-g/302022
Jamón cocido extra OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Jamon cocido,79,790,,,,,,geant,,302022,https://www.geant.com.uy/product/jamon-cocido-extra-ottonello-x-100-g/302022
Jamón Cocido OTTONELLO (Kg),Ottonello,Competencia,Ottonello,Jamon cocido,730,,,,,,,tiendainglesa,,1290,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-ottonello-kg.producto?1290,,42"
Jamón Cocido Ottonello 100 G,Ottonello,Competencia,Ottonello,Jamon cocido,69,690,,,,,,tata,,7854,https://www.tata.com.uy/jama³n-cocido-ottonello-100-g-7854/p
Jamón cocido OTTONELLO atmósfera controlada x 250 g,Ottonello,Competencia,Ottonello,Jamon cocido,198,789,,,,,,devoto,,300295,https://www.devoto.com.uy/product/jamon-cocido-ottonello-atmosfera-controlada-x-250-g/300295
Jamón cocido OTTONELLO atmósfera controlada x 250 g,Ottonello,Competencia,Ottonello,Jamon cocido,198,789,,,,,,disco,,300295,https://www.disco.com.uy/product/jamon-cocido-ottonello-atmosfera-controlada-x-250-g/300295
Jamón cocido OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Jamon cocido,590,,,,,,,devoto,,362275,https://www.devoto.com.uy/product/jamon-cocido-ottonello-x-50-g/362275
Jamón cocido OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Jamon cocido,590,,,,,,,disco,,362275,https://www.disco.com.uy/product/jamon-cocido-ottonello-x-50-g/362275
Jamón cocido OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Jamon cocido,590,,,,,,,geant,,362275,https://www.geant.com.uy/product/jamon-cocido-ottonello-x-50-g/362275
Jamón Cocido Tipo York OTTONELLO (Kg),Ottonello,Competencia,Ottonello,Jamon cocido,630,,,,,,,tiendainglesa,,993,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-tipo-york-ottonello-kg.producto?993,,42"
Jamon Cocido York Ottonello 1Kg,Ottonello,Competencia,Ottonello,Jamon cocido,50,500,,,,,,tata,,164718,https://www.tata.com.uy/jamon-cocido-york-ottonello-1kg-164718/p
Jamón Cocido York OTTONELLO Kg,Ottonello,Competencia,Ottonello,Jamon cocido,520,,,,,,,disco,,362002,https://www.disco.com.uy/product/jamon-cocido-york-ottonello-kg/362002
Jamón Cocido York OTTONELLO Kg,Ottonello,Competencia,Ottonello,Jamon cocido,520,,,,,,,geant,,362002,https://www.geant.com.uy/product/jamon-cocido-york-ottonello-kg/362002
Jamón Cocido Ahumado PICORELL (Kg),Picorel,Competencia,Picorel,Jamon cocido,940,,,,,,,tiendainglesa,,419,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-ahumado-picorell-kg.producto?419,,42"
Jamón Cocido Ahumado Picorell 100 G,Picorel,Competencia,Picorel,Jamon cocido,73,730,,,,,,tata,,7858,https://www.tata.com.uy/jamon-cocido-ahumado-picorell-100-g-7858/p
Jamón cocido ahumado PICORELL a/c,Picorel,Competencia,Picorel,Jamon cocido,180,899,,,,,,devoto,,300011,https://www.devoto.com.uy/product/jamon-cocido-ahumado-picorell-a-c/300011
Jamón cocido ahumado PICORELL a/c,Picorel,Competencia,Picorel,Jamon cocido,180,899,,,,,,disco,,300011,https://www.disco.com.uy/product/jamon-cocido-ahumado-picorell-a-c/300011
Jamón cocido ahumado PICORELL a/c,Picorel,Competencia,Picorel,Jamon cocido,180,899,,,,,,geant,,300011,https://www.geant.com.uy/product/jamon-cocido-ahumado-picorell-a-c/300011
Jamón Cocido Ahumado PICORELL x 50 g,Picorel,Competencia,Picorel,Jamon cocido,43,860,,,,,,devoto,,362353,https://www.devoto.com.uy/product/jamon-cocido-ahumado-picorell-x-50-g/362353
Jamón Cocido Ahumado PICORELL x 50 g,Picorel,Competencia,Picorel,Jamon cocido,43,860,,,,,,disco,,362353,https://www.disco.com.uy/product/jamon-cocido-ahumado-picorell-x-50-g/362353
Jamón Cocido Picorell Etiqueta Negra x 50 g,Picorel,Competencia,Picorel,Jamon cocido,630,,,,,,,disco,,362285,https://www.disco.com.uy/product/jamon-cocido-picorell-etiqueta-negra-x-50-g/362285
Jamón Cocido Extra Feteado SCHNECK 200 gr $ 320,Schneck,Competencia,Schneck,Jamon cocido,320,,,,,,,tiendainglesa,,1016021,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-extra-feteado-schneck-200-gr.producto?1016021,,42"
Jamón Cocido Extra Schneck 100 G,Schneck,Competencia,Schneck,Jamon cocido,97,970,,,,,,tata,,7897,https://www.tata.com.uy/jamon-cocido-extra-schneck-100-g-7897/p
Jamón cocido extra SCHNECK x 50 g,Schneck,Competencia,Schneck,Jamon cocido,47,940,,,,,,devoto,,335047,https://www.devoto.com.uy/product/jamon-cocido-extra-schneck-x-50-g/335047
Jamón cocido extra SCHNECK x 50 g,Schneck,Competencia,Schneck,Jamon cocido,47,940,,,,,,disco,,335047,https://www.disco.com.uy/product/jamon-cocido-extra-schneck-x-50-g/335047
Jamón cocido extra SCHNECK x 50 g,Schneck,Competencia,Schneck,Jamon cocido,47,940,,,,,,geant,,335047,https://www.geant.com.uy/product/jamon-cocido-extra-schneck-x-50-g/335047
Jamón cocido extra sin sal SCHNECK kg,Schneck,Competencia,Schneck,Jamon cocido,46,910,,,,,,devoto,,335046,https://www.devoto.com.uy/product/jamon-cocido-extra-sin-sal-schneck-kg/335046
Jamón cocido extra sin sal SCHNECK kg,Schneck,Competencia,Schneck,Jamon cocido,46,910,,,,,,disco,,335046,https://www.disco.com.uy/product/jamon-cocido-extra-sin-sal-schneck-kg/335046
Jamón Cocido SCHNECK (Kg),Schneck,Competencia,Schneck,Jamon cocido,810,,,,,,,tiendainglesa,,1474,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-schneck-kg.producto?1474,,42"
Jamon Cocido Schneck 1 Kg,Schneck,Competencia,Schneck,Jamon cocido,86,860,,,,,,tata,,164727,https://www.tata.com.uy/jamon-cocido-schneck-1-kg-164727/p
Jamón Cocido SCHNECK x 50 g,Schneck,Competencia,Schneck,Jamon cocido,39,770,,,,,,devoto,,362305,https://www.devoto.com.uy/product/jamon-cocido-schneck-x-50-g/362305
Jamón Cocido SCHNECK x 50 g,Schneck,Competencia,Schneck,Jamon cocido,39,770,,,,,,disco,,362305,https://www.disco.com.uy/product/jamon-cocido-schneck-x-50-g/362305
Feteado grueso jamón cocido SARUBBI x 400 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,228,570,,,,,,devoto,,300750,https://www.devoto.com.uy/product/feteado-grueso-jamon-cocido-sarubbi-x-400-g/300750
Feteado grueso jamón cocido SARUBBI x 400 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,228,570,,,,,,disco,,300750,https://www.disco.com.uy/product/feteado-grueso-jamon-cocido-sarubbi-x-400-g/300750
Jamón Cocido Ahumado Delizia 100 G,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,72,720,,,,,,tata,,164717,https://www.tata.com.uy/jamon-cocido-ahumado-delizia-100-g-164717/p
Jamón Cocido Delizia Sarubbi 200 G,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,90,560,,,,,,tata,,13236,https://www.tata.com.uy/jamon-cocido-delizia-sarubbi-200-g-13236/p
Jamón Cocido Delizia SARUBBI x kg,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,620,,,,,,,devoto,,300529,https://www.devoto.com.uy/product/jamon-cocido-delizia-sarubbi-x-kg/300529
Jamón Cocido Delizia SARUBBI x kg,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,620,,,,,,,disco,,300529,https://www.disco.com.uy/product/jamon-cocido-delizia-sarubbi-x-kg/300529
Jamón Cocido Delizia SARUBBI x kg,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,620,,,,,,,geant,,300529,https://www.geant.com.uy/product/jamon-cocido-delizia-sarubbi-x-kg/300529
Jamón Cocido Donn Fetas Sarubbi 200 Gr,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,198,198,,,,,,tata,,846,https://www.tata.com.uy/jamon-cocido-donn-fetas-sarubbi-200-gr-846/p
Jamón Cocido Donna Light Fetas SARUBBI 200 gr,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,230,,,,,,,tiendainglesa,,341494,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-donna-light-fetas-sarubbi-200-gr.producto?341494,,42"
Jamón Cocido Donna Light Sarubbi 100 G,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,93,930,,,,,,tata,,7861,https://www.tata.com.uy/jamon-cocido-donna-light-sarubbi-100-g-7861/p
Jamón Cocido Donna Light SARUBBI x kg,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,47,930,,,,,,devoto,,300345,https://www.devoto.com.uy/product/jamon-cocido-donna-light-sarubbi-x-kg/300345
Jamón Cocido Donna Light SARUBBI x kg,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,47,930,,,,,,disco,,300345,https://www.disco.com.uy/product/jamon-cocido-donna-light-sarubbi-x-kg/300345
Jamón Cocido Donna Light SARUBBI x kg,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,47,930,,,,,,geant,,300345,https://www.geant.com.uy/product/jamon-cocido-donna-light-sarubbi-x-kg/300345
Jamón cocido Extra SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,288,1150,,,,,,devoto,,300833,https://www.devoto.com.uy/product/jamon-cocido-extra-sarubbi-feteado-atmosfera-controlada-x-250-g/300833
Jamón cocido Extra SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,298,1190,,,,,,devoto,,300299,https://www.devoto.com.uy/product/jamon-cocido-extra-sarubbi-feteado-atmosfera-controlada-x-250-g/300299
Jamón cocido Extra SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,288,1150,,,,,,disco,,300833,https://www.disco.com.uy/product/jamon-cocido-extra-sarubbi-feteado-atmosfera-controlada-x-250-g/300833
Jamón cocido Extra SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,288,1150,,,,,,geant,,300833,https://www.geant.com.uy/product/jamon-cocido-extra-sarubbi-feteado-atmosfera-controlada-x-250-g/300833
Jamón cocido gran Verona SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,50,1000,,,,,,devoto,,300748,https://www.devoto.com.uy/product/jamon-cocido-gran-verona-sarubbi-x-50-g/300748
Jamón cocido gran Verona SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,50,1000,,,,,,geant,,300748,https://www.geant.com.uy/product/jamon-cocido-gran-verona-sarubbi-x-50-g/300748
Jamón Cocido SARUBBI (Kg),Sarubbi,Sarubbi,Sarubbi,Jamon cocido,790,,,,,,,tiendainglesa,,380924,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-sarubbi-kg.producto?380924,,42"
Jamón Cocido SARUBBI 200 gr,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,220,,,,,,,tiendainglesa,,336728,"https://www.tiendainglesa.com.uy/supermercado/jamon-cocido-sarubbi-200-gr.producto?336728,,42"
Jamón cocido SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,205,819,,,,,,devoto,,300697,https://www.devoto.com.uy/product/jamon-cocido-sarubbi-feteado-atmosfera-controlada-x-250-g/300697
Jamón cocido SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,218,869,,,,,,devoto,,300298,https://www.devoto.com.uy/product/jamon-cocido-sarubbi-feteado-atmosfera-controlada-x-250-g/300298
Jamón cocido SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,205,819,,,,,,disco,,300697,https://www.disco.com.uy/product/jamon-cocido-sarubbi-feteado-atmosfera-controlada-x-250-g/300697
Jamón cocido SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,218,869,,,,,,disco,,300298,https://www.disco.com.uy/product/jamon-cocido-sarubbi-feteado-atmosfera-controlada-x-250-g/300298
Jamón cocido SARUBBI feteado atmósfera controlada x 250 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,205,819,,,,,,geant,,300697,https://www.geant.com.uy/product/jamon-cocido-sarubbi-feteado-atmosfera-controlada-x-250-g/300697
Jamón cocido SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,39,780,,,,,,devoto,,362249,https://www.devoto.com.uy/product/jamon-cocido-sarubbi-x-50-g/362249
Jamón cocido SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,39,780,,,,,,disco,,362249,https://www.disco.com.uy/product/jamon-cocido-sarubbi-x-50-g/362249
Jamón cocido SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Jamon cocido,39,780,,,,,,geant,,362249,https://www.geant.com.uy/product/jamon-cocido-sarubbi-x-50-g/362249
Jamón Crudo Speck CAMPOSUR (Kg),Camposur,Competencia,Camposur,Jamon crudo,1600,,,,,,,tiendainglesa,,377741,"https://www.tiendainglesa.com.uy/supermercado/jamon-crudo-speck-camposur-kg.producto?377741,,42"
1/2 jamón CRUDO serrano CENTENARIO,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon crudo,1590,,,,,,,devoto,,301536,https://www.devoto.com.uy/product/1-2-jamon-crudo-serrano-centenario/301536
Jamón Crudo CENTENARIO (Kg),Alimentos Centenario,Competencia,Alimentos Centenario,Jamon crudo,1730,,,,,,,tiendainglesa,,1018223,"https://www.tiendainglesa.com.uy/supermercado/jamon-crudo-centenario-kg.producto?1018223,,42"
Jamón Crudo Serrano CENTENARIO en Fetas 100 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon crudo,249,,,,,,,tiendainglesa,,1018242,"https://www.tiendainglesa.com.uy/supermercado/jamon-crudo-serrano-centenario-en-fetas-100-gr.producto?1018242,,42"
Jamón Crudo Serrano CENTENARIO Feteado Atm. Controlada x kg,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon crudo,1590,,,,,,,devoto,,301558,https://www.devoto.com.uy/product/jamon-crudo-serrano-centenario-feteado-atm-controlada-x-kg/301558
Jamón Crudo Serrano CENTENARIO Feteado Atm. Controlada x kg,Alimentos Centenario,Competencia,Alimentos Centenario,Jamon crudo,1590,,,,,,,geant,,301558,https://www.geant.com.uy/product/jamon-crudo-serrano-centenario-feteado-atm-controlada-x-kg/301558
